"","id","name","mass_g","fall","year","lattitude","longditude"
"1014",5151,"Brownfield (1937)",40960,"Found",1937,33.21667,-102.18333
"1015",5288,"Casilda",5250,"Found",1937,-33.1,-61.13333
"1016",5302,"Cedar (Kansas)",4900,"Found",1937,39.7,-98.98333
"1017",5373,"Clark County",11300,"Found",1937,38,-84.16667
"1018",5434,"Coolidge",4500,"Found",1937,38.03333,-101.98333
"1019",10048,"Erofeevka",1771.9,"Found",1937,51.86667,70.35
"1020",10076,"Farnum",4200,"Found",1937,40.25,-100.23333
"1021",10089,"Ferguson Switch",1700,"Found",1937,34,-101.5
"1022",10952,"Grady (1937)",9300,"Found",1937,34.8,-103.31667
"1023",11452,"Gundaring",112500,"Found",1937,-33.3,117.66667
"1024",11828,"Hardwick",7800,"Found",1937,43.8,-96.16667
"1025",11860,"Haviland (a)",1035,"Found",1937,37.61667,-99.1
"1026",12197,"Johnson City",10400,"Found",1937,37.55,-101.68333
"1027",12217,"Kaalijarv",2250,"Found",1937,58.4,22.66667
"1028",12229,"Kainsaz",2e+05,"Fell",1937,55.43333,53.25
"1029",12253,"Kaptal-Aryk",3500,"Fell",1937,42.45,73.36667
"1030",12273,"Kelly",44300,"Found",1937,40.46667,-103.03333
"1031",12375,"Kumerina",53500,"Found",1937,-24.91667,119.41667
"1032",12410,"Ladder Creek",35100,"Found",1937,38.61667,-101.63333
"1033",12448,"Laketon",3600,"Found",1937,35.56667,-100.66667
"1034",14654,"Lincoln County",4500,"Found",1937,39.36667,-103.16667
"1035",14710,"Los Sauces",997000,"Found",1937,-29.41667,-66.85
"1036",16819,"Mrirt",79900,"Found",1937,33.13333,-5.56667
"1037",17931,"Novorybinskoe",3055,"Found",1937,51.88333,71.25
"1038",18783,"Peetz",11500,"Found",1937,40.95,-103.08333
"1039",18905,"Putinga",3e+05,"Fell",1937,-29.03333,-53.05
"1040",22392,"Rangala",3224.5,"Fell",1937,25.38333,72.01667
"1041",23468,"Scurry",118000,"Found",1937,32.5,-101
"1042",23526,"Shaw",17500,"Found",1937,39.53333,-103.33333
"1043",23649,"Smith Center",1585,"Found",1937,39.83333,-99.01667
"1044",23689,"Springfield",3200,"Found",1937,37.38333,-102.63333
"1045",23888,"Tauti",21000,"Fell",1937,46.71667,23.5
"1046",23906,"Texline",26200,"Found",1937,36.4,-103.01667
"1047",24202,"Waldo",1300,"Found",1937,39.1,-98.83333
"1048",24329,"Wonyulgunna",37800,"Found",1937,-24.91667,120.06667
"1049",30743,"Little Spring Creek",2950,"Found",1937,37.68333,-105.7
"1050",397,"Agua Blanca",49000,"Found",1938,-28.91667,-66.95
"1051",449,"Alamogordo",13600,"Found",1938,32.9,-105.93333
"1052",4886,"Atlanta",5500,"Found",1938,31.8,-92.75
"1053",4913,"Aztec",2830,"Fell",1938,36.8,-108
"1054",4953,"Bartlett",8590,"Found",1938,30.83333,-97.5
"1055",5021,"Benld",1770.5,"Fell",1938,39.08333,-89.15
"1056",5104,"Bonita Springs",41800,"Found",1938,26.26667,-81.75
"1057",5198,"Calico Rock",7275,"Found",1938,36.08333,-92.15
"1058",5300,"Cavour",26210,"Found",1938,44.221494,-98.059192
"1059",5335,"Chebankol",127760,"Found",1938,53.66667,88
"1060",7818,"El Simbolar",40000,"Found",1938,-30.63333,-64.88333
"1061",10862,"Garnett",4788,"Found",1938,38.26667,-95.25
"1062",10947,"Goose Lake",1169500,"Found",1938,41.98,-120.54167
"1063",11841,"Harriman (Om)",13000,"Found",1938,35.95,-84.56667
"1064",11914,"Howe",8630,"Found",1938,33.5,-96.6
"1065",12205,"Juarez",6100,"Found",1938,-37.55,-60.15
"1066",12368,"Kukschin",2250,"Fell",1938,51.15,31.7
"1067",14722,"Lubbock",1457.8,"Found",1938,33.6,-101.73333
"1068",16625,"Metsäkylä",1200,"Found",1938,60.65,27.06667
"1069",16718,"Monahans (1938)",27900,"Found",1938,31.48333,-102.88333
"1070",18098,"Pantar",2130,"Fell",1938,8.06667,124.28333
"1071",22393,"Ransom",15000,"Found",1938,38.61667,-99.93333
"1072",22651,"Romero",17200,"Found",1938,35.76667,-102.95
"1073",22786,"Rush Creek",9300,"Found",1938,38.61667,-102.71667
"1074",23157,"Sandtown",9350,"Found",1938,35.93333,-91.63333
"1075",23601,"Silverton (Texas)",2576,"Found",1938,34.53333,-101.18333
"1076",23669,"Soper",3700,"Found",1938,34.03333,-95.58333
"1077",23674,"South African Railways",47000,"Found",1938,0,0
"1078",23886,"Tatum",1787,"Found",1938,33.23333,-103.44167
"1079",24268,"Wiley",3500,"Found",1938,38.15,-102.66667
"1080",24339,"Wray (b)",3884,"Found",1938,40.33083,-102.19583
"1081",30407,"Zhovtnevyi",107000,"Fell",1938,47.58333,37.25
"1082",45813,"Mukinbudin",8200,"Found",1938,-30.91667,118.2
"1083",2298,"Andura",17900,"Fell",1939,20.88333,76.86667
"1084",5101,"Bolshaya Korta",1593,"Found",1939,57.63333,83.36667
"1085",5180,"Bushnell",1240,"Found",1939,41.23333,-103.9
"1086",5342,"Chervony Kut",1700,"Fell",1939,50.83333,34
"1087",5417,"Concho",93500,"Found",1939,32,-101.5
"1088",5435,"Coomandook",5230,"Found",1939,-35.41667,139.75
"1089",7731,"Dresden (Ontario)",47700,"Fell",1939,42.52,-82.26
"1090",7770,"Edmonton (Canada)",7340,"Found",1939,53.66667,-113.41667
"1091",7776,"Ekeby",3336,"Fell",1939,56.03333,13
"1092",7793,"El Burro",35900,"Found",1939,29.33333,-101.83333
"1093",10924,"Glanggang",1303,"Fell",1939,-7.25,107.7
"1094",11853,"Hat Creek",8900,"Found",1939,42.91667,-104.41667
"1095",12030,"Indianola",4000,"Found",1939,40.23333,-100.41667
"1096",12275,"Kendleton",6937,"Fell",1939,29.45,-96
"1097",12287,"Keyes",142000,"Found",1939,36.71667,-102.5
"1098",15410,"Mapleton",49000,"Found",1939,42.18333,-95.71667
"1099",15464,"McLean",4300,"Found",1939,35.23333,-100.6
"1100",16921,"Nashville (stone)",25000,"Found",1939,37.45,-98.41667
"1101",18057,"Ovid",6169,"Found",1939,40.96667,-102.4
"1102",18820,"Pierceville (stone)",2125,"Found",1939,37.86667,-100.66667
"1103",22769,"Round Top (b)",7166,"Found",1939,30.06667,-96.7
"1104",23481,"Selakopi",1590,"Fell",1939,-7.23333,107.33333
"1105",23596,"Silver Bell",5100,"Found",1939,32.48333,-111.56667
"1106",23889,"Tawallah Valley",75750,"Found",1939,-15.7,135.66667
"1107",430,"Akron (1940)",1050,"Found",1940,40.15,-103.16667
"1108",2323,"Arapahoe",19083,"Found",1940,38.8,-102.2
"1109",4985,"Beaver",25628,"Found",1940,36.8,-100.53333
"1110",5040,"Bhola",1047,"Fell",1940,22.68333,90.65
"1111",5137,"Brewster",17000,"Found",1940,39.25,-101.33333
"1112",5142,"Briscoe",1773,"Found",1940,34.35,-101.4
"1113",5167,"Burdett",8600,"Found",1940,38.23333,-99.53333
"1114",5394,"Colby (Kansas)",2400,"Found",1940,39.41667,-101.05
"1115",5414,"Comanche (iron)",19700,"Found",1940,32.01667,-98.7
"1116",5464,"Cranfills Gap",6000,"Found",1940,31.75,-97.75
"1117",6616,"Davy (a)",50600,"Found",1940,29.1,-97.6
"1118",6624,"De Nova",12700,"Found",1940,39.85,-102.95
"1119",7756,"Dwight",4100,"Found",1940,38.85,-96.58333
"1120",10035,"Emsland",19000,"Found",1940,53.1,7.2
"1121",10110,"Fleming",1750,"Found",1940,40.68333,-102.81667
"1122",11908,"Horace",19700,"Found",1940,38.35,-101.78333
"1123",12270,"Kediri",3300,"Fell",1940,-7.75,112.01667
"1124",12453,"Lamont",38690,"Found",1940,38.07778,-96.02639
"1125",14657,"Linwood",46000,"Found",1940,41.43333,-96.96667
"1126",16708,"Moama",3416,"Found",1940,-35.95,144.51667
"1127",16991,"Norcateur",3200,"Found",1940,39.81667,-100.2
"1128",18044,"Otis",2600,"Found",1940,38.53333,-99.05
"1129",18107,"Parma Canyon",2150,"Found",1940,43.8,-117
"1130",22384,"Ramnagar",3766,"Fell",1940,26.45,82.9
"1131",23177,"Sardis",8e+05,"Found",1940,32.94889,-81.865
"1132",23511,"Seymour",25900,"Found",1940,37.2375,-92.78694
"1133",23651,"Smithonia",69900,"Found",1940,34,-83.16667
"1134",24237,"Wellman (a)",55000,"Found",1940,33.03333,-102.33333
"1135",24258,"Wickenburg (stone)",9200,"Found",1940,33.96667,-112.73333
"1136",7,"Abernathy",2914,"Found",1941,33.85,-101.8
"1137",5168,"Burgavli",24900,"Found",1941,66.4,137.46667
"1138",5317,"Chamberlin",2400,"Found",1941,36.2,-102.45
"1139",5507,"Dalgety Downs",257000,"Found",1941,-25.33333,116.18333
"1140",11826,"Harding County",3075,"Found",1941,45.5,-103.5
"1141",11865,"Hayes Center",4500,"Found",1941,40.51667,-101.03333
"1142",15421,"Maridi",3200,"Fell",1941,4.66667,29.25
"1143",15488,"Mereta",1417.5,"Found",1941,31.42611,-100.13333
"1144",16774,"Mount Egerton",22000,"Found",1941,-24.76667,117.7
"1145",16961,"New Westville",4800,"Found",1941,39.8,-84.81667
"1146",18812,"Phuoc-Binh",11000,"Fell",1941,15.71667,108.1
"1147",18878,"Potter",261000,"Found",1941,41.23333,-103.3
"1148",23479,"Seibert (a)",3500,"Found",1941,39.3,-102.83333
"1149",23585,"Sidney",6000,"Found",1941,41.05,-102.9
"1150",23625,"Slaton",1070,"Found",1941,33.43333,-101.75
"1151",24161,"Vera",80000,"Found",1941,-29.91667,-60.28333
"1152",393,"Aggie Creek",43000,"Found",1942,64.88333,-163.16667
"1153",2304,"Ankober",6500,"Fell",1942,9.53333,39.71667
"1154",7645,"Dimmitt",2e+05,"Found",1942,34.58333,-102.16667
"1155",7771,"Edmonton (Kentucky)",10200,"Found",1942,37.03333,-85.63333
"1156",7820,"El Timbu",5e+05,"Found",1942,-33.11667,-60.96667
"1157",10120,"Forest Vale",26000,"Fell",1942,-33.35,146.85833
"1158",12238,"Kamalpur",2770,"Fell",1942,26.03333,81.46667
"1159",12251,"Kapoeta",11355,"Fell",1942,4.7,33.63333
"1160",15454,"Maziba",4975,"Fell",1942,-1.21667,30
"1161",16755,"Mosca",6220,"Found",1942,37.63333,-105.83333
"1162",16803,"Mount Sir Charles",22900,"Found",1942,-23.83333,134.03333
"1163",23119,"San Carlos",3600,"Found",1942,-35.53333,-58.76667
"1164",23727,"Stonington",2700,"Found",1942,37.28333,-102.2
"1165",24148,"Valentine",2300,"Found",1942,42.93333,-100.75
"1166",4911,"Axtell",6200,"Found",1943,31.66,-96.97167
"1167",5007,"Belly River",7900,"Found",1943,49.5,-113
"1168",5023,"Benoni",3880,"Fell",1943,-26.16667,28.41667
"1169",7754,"Duwun",2117,"Fell",1943,33.43333,127.26667
"1170",12755,"Leedey",51500,"Fell",1943,35.88333,-99.33333
"1171",12764,"Leon",30000,"Found",1943,37.66667,-96.76667
"1172",15490,"Mertzon",3720,"Found",1943,31.26667,-100.83333
"1173",16739,"Moorumbunna",77000,"Found",1943,-28.91667,136.25
"1174",7643,"Dimboola",16000,"Found",1944,-36.5,142.03333
"1175",7733,"Drum Mountains",529000,"Found",1944,39.5,-112.9
"1176",10857,"Garden Head",1296,"Found",1944,49.81667,-108.46
"1177",11479,"Hallingeberg",1456,"Fell",1944,57.81667,16.23333
"1178",16820,"Mtola",1100,"Fell",1944,-11.5,33.5
"1179",16910,"Nardoo (no. 1)",3180,"Found",1944,-29.53333,143.98333
"1180",16911,"Nardoo (no. 2)",1694,"Found",1944,-29.5,144.06667
"1181",18049,"Oubari",8000,"Found",1944,26.8,13.58333
"1182",24089,"Twentynine Palms",19700,"Found",1944,34.075,-116.01667
"1183",24109,"Ultuna",1900,"Found",1944,59.81667,17.66667
"1184",24144,"Valdavur",2799,"Fell",1944,11.98333,79.75
"1185",24280,"Wilmot",2000,"Found",1944,37.38333,-96.86667
"1186",4888,"Atoka",1384.2,"Fell",1945,34.31667,-96.15
"1187",11843,"Harrison Township",3263,"Found",1945,38.33333,-101.71167
"1188",12052,"Isoulane-n-Amahar",72000,"Found",1945,27.12917,8.66722
"1189",12413,"Laguna Manantiales",92000,"Found",1945,-48.58333,-67.41667
"1190",15491,"Meru",6000,"Fell",1945,0,37.66667
"1191",16996,"Norquín",19250,"Found",1945,-37.71667,-70.61667
"1192",23671,"Soroti",2050,"Fell",1945,1.7,33.63333
"1193",24033,"Tostado",22000,"Found",1945,-29.23333,-61.76667
"1194",24343,"Wynella",40000,"Found",1945,-28.95,148.13333
"1195",52412,"Fuhe",23000,"Fell",1945,31.47556,113.56694
"1196",5078,"Bluewater",9540,"Found",1946,35.26667,-107.96667
"1197",5177,"Bursa",25000,"Fell",1946,40.2,29.23333
"1198",5391,"Cockburn",2460,"Found",1946,-32.13333,141.03333
"1199",12080,"Jenkins",55400,"Found",1946,36.82444,-93.76111
"1200",12320,"Kinsella",3720,"Found",1946,53.2,-111.43333
"1201",12357,"Krasnyi Klyuch",4000,"Fell",1946,54.33333,56.08333
"1202",12364,"Krymka",50000,"Fell",1946,47.83333,30.76667
"1203",18786,"Peña Blanca Spring",70000,"Fell",1946,30.125,-103.11667
"1204",24210,"Walters",28100,"Fell",1946,34.33333,-98.3
"1205",30376,"Yudoma",7600,"Found",1946,60,140
"1206",55546,"Binneringie",9056,"Found",1946,-31.4875,122.12389
"1207",371,"Acme",75000,"Found",1947,33.63333,-104.26667
"1208",2293,"Amherst",8500,"Found",1947,40.8,-99.2
"1209",5289,"Casimiro de Abreu",25000,"Found",1947,-22.46667,-42.21667
"1210",7760,"Eagle",10000,"Fell",1947,40.78167,-96.47167
"1211",11840,"Harriman (Of)",30000,"Found",1947,35.95,-84.56667
"1212",11886,"Hill City",11700,"Found",1947,39.36667,-99.85
"1213",12234,"Kalkaska",9399,"Found",1947,44.64694,-85.13667
"1214",12461,"Långhalsen",2300,"Fell",1947,58.85,16.73333
"1215",14720,"Loyola",2077,"Found",1947,0,0
"1216",18788,"Penokee",3580,"Found",1947,39.35,-99.91667
"1217",18866,"Pony Creek",4642,"Found",1947,31.66333,-99.95
"1218",22584,"Reliegos",17300,"Fell",1947,42.475,-5.33333
"1219",23134,"Sand Draw",1200,"Found",1947,40.81667,-102.25
"1220",23593,"Sikhote-Alin",2.3e+07,"Fell",1947,46.16,134.65333
"1221",24326,"Wolf Creek",760000,"Found",1947,-19.3,127.76667
"1222",5096,"Bogoslovka",2180,"Found",1948,52.5,68.8
"1223",7720,"Dorrigo",8500,"Found",1948,-30.28333,152.66667
"1224",7740,"Duketon",118300,"Found",1948,-27.5,122.36667
"1225",10022,"Ellis County",4692,"Found",1948,38.78333,-99.33333
"1226",10843,"Gail",4650,"Found",1948,32.7,-101.6
"1227",12302,"Kielpa",13600,"Found",1948,-33.6,136.1
"1228",15414,"Mardan",4500,"Fell",1948,34.23333,72.08333
"1229",16712,"Modoc (1948)",1800,"Found",1948,38.5,-101.1
"1230",16938,"Neenach",13800,"Found",1948,34.8,-118.5
"1231",17922,"Norton County",1100000,"Fell",1948,39.68333,-99.86667
"1232",22605,"Rifle",102700,"Found",1948,38.51667,-107.83333
"1233",22785,"Rush County",4300,"Found",1948,39.5,-85.5
"1234",24140,"Uzcudun",20000,"Fell",1948,-44.11667,-66.15
"1235",24211,"Waltman",23410,"Found",1948,43,-107.16667
"1236",456,"Albin (stone)",15400,"Found",1949,41.41667,-104.1
"1237",2281,"Almelo Township",3180,"Found",1949,39.6,-100.11667
"1238",5026,"Benton",2840,"Fell",1949,45.95,-67.55
"1239",5141,"Briggsdale",2230,"Found",1949,40.66667,-104.31667
"1240",5392,"Cocklebiddy",19500,"Found",1949,-31.93333,126.21667
"1241",5503,"Dadin",27300,"Found",1949,-38.91667,-69.2
"1242",7644,"Dimitrovgrad",1e+05,"Found",1949,43.04639,22.86389
"1243",12377,"Kunashak",2e+05,"Fell",1949,55.78333,61.36667
"1244",16627,"Mezel",1300,"Fell",1949,45.76667,3.25
"1245",16704,"Mission",12000,"Found",1949,43.31667,-100.76667
"1246",22783,"Rupota",6000,"Fell",1949,-10.26667,38.76667
"1247",23485,"Seligman",2200,"Found",1949,35.28333,-112.86667
"1248",24348,"Xiquipilco no. 2",1124,"Found",1949,0,0
"1249",2340,"Arroyo Aguiar",7450,"Fell",1950,-31.41667,-60.66667
"1250",4955,"Barwise",10400,"Found",1950,34,-101.5
"1251",5004,"Belle Plaine",78800,"Found",1950,37.31667,-97.25
"1252",5381,"Clinton",7700,"Found",1950,36.08333,-84.2
"1253",6657,"Densmore (1950)",11300,"Found",1950,39.56583,-99.64722
"1254",10842,"Gahanna",1201,"Found",1950,40.01667,-82.86667
"1255",11814,"Hammond Downs",27000,"Found",1950,-25.46667,142.8
"1256",11858,"Haven",6100,"Found",1950,37.96417,-97.75583
"1257",12271,"Keen Mountain",6690,"Found",1950,37.21667,-82
"1258",12317,"Kingfisher",8180,"Found",1950,35.83333,-97.93333
"1259",12367,"Kuga",5600,"Found",1950,34.1,132.08333
"1260",15477,"Melvern Lake",7746,"Found",1950,38.525,-95.78056
"1261",16725,"Monte das Fortes",4885,"Fell",1950,38.01667,-8.25
"1262",16882,"Murray",12600,"Fell",1950,36.6,-88.1
"1263",18116,"Patrimonio",2121,"Fell",1950,-19.53333,-48.56667
"1264",18842,"Plainview (1950)",2200,"Found",1950,34.11667,-101.78333
"1265",23168,"Santa Rosalia",1631,"Found",1950,27.33333,-112.33333
"1266",23797,"Tambo Quemado",141000,"Found",1950,-14.66667,-74.5
"1267",24158,"Vengerovo",10800,"Fell",1950,56.13333,77.26667
"1268",24320,"Withrow",8732,"Found",1950,47.70667,-119.83
"1269",56575,"Sterley",1724.8,"Found",1950,34.21,-101.39
"1270",5,"Abbott",21100,"Found",1951,36.3,-104.28333
"1271",5025,"Benthullen",17000,"Found",1951,53.05,8.1
"1272",5347,"Chico Hills",8030,"Found",1951,36,-104.5
"1273",7736,"Dubrovnik",1900,"Fell",1951,42.45833,18.44167
"1274",7824,"Elenovka",54640,"Fell",1951,47.83333,37.66667
"1275",10054,"Esquel",755000,"Found",1951,-42.9,-71.33333
"1276",11471,"Haig",503000,"Found",1951,-31.38333,125.63333
"1277",11879,"Hesston",12900,"Found",1951,38.11667,-97.43333
"1278",12358,"Kress (a)",12500,"Found",1951,34.35833,-101.73
"1279",15409,"Manych",3555,"Fell",1951,45.81667,44.63333
"1280",22601,"Richland",50600,"Found",1951,31.9,-96.4
"1281",24279,"Willowdale",3000,"Found",1951,37.53333,-98.36667
"1282",6,"Abee",107000,"Fell",1952,54.21667,-113
"1283",389,"Adzhi-Bogdo (iron)",582000,"Found",1952,44.86667,95.41667
"1284",4905,"Avanhandava",9330,"Fell",1952,-21.46028,-49.95083
"1285",10071,"Faith",105000,"Found",1952,45.33333,-102.08333
"1286",10168,"Fort Stockton",4762.8,"Found",1952,30.91667,-103.06667
"1287",12330,"Klamath Falls",17000,"Found",1952,42.16667,-121.85
"1288",16697,"Min-Fan-Zhun",5500,"Fell",1952,32.33333,120.66667
"1289",18067,"Ozren",3900,"Found",1952,44.6125,18.41806
"1290",18814,"Picacho",22000,"Found",1952,33.2,-105
"1291",23735,"Sublette",1300,"Found",1952,37.5,-100.83333
"1292",24173,"View Hill",33600,"Found",1952,-43.32,172.06333
"1293",47729,"El-Oued",2305,"Found",1952,31.533333,8.883333
"1294",7730,"Dresden (Kansas)",6760,"Found",1953,39.61667,-100.46306
"1295",14679,"Lombard",7000,"Found",1953,46.1,-111.4
"1296",22763,"Roper River",6400,"Found",1953,-15,135
"1297",24085,"Turtle River",22390,"Found",1953,47.6,-94.76667
"1298",24159,"Ventura",7700,"Found",1953,34.25,-119.3
"1299",24330,"Woodbine",48200,"Found",1953,42.34667,-90.1675
"1300",5346,"Chico",104800,"Found",1954,36.5,-104.2
"1301",5384,"Clover Springs",7700,"Found",1954,34.45,-111.36667
"1302",10108,"Flagg",7000,"Found",1954,34.43333,-102.51667
"1303",10911,"Ghubara",1750000,"Found",1954,19.22778,56.14278
"1304",10918,"Giroux",4275,"Found",1954,49.61667,-96.55
"1305",12049,"Ishinga",1300,"Fell",1954,-8.93333,33.8
"1306",12082,"Jerome (Idaho)",6800,"Found",1954,42.63333,-114.83333
"1307",15407,"Manlai",166800,"Found",1954,44.33333,106.5
"1308",16977,"Nikolskoe",6000,"Fell",1954,56.11667,37.33333
"1309",18080,"Palo Blanco Creek",1482,"Found",1954,36.5,-104.5
"1310",18829,"Pinto Mountains",17900,"Found",1954,34,-115.78333
"1311",23773,"Sylacauga",5560,"Fell",1954,33.18836,-86.2945
"1312",23879,"Tarfa",1040,"Found",1954,19.5,55.5
"1313",24113,"Umbarger",13000,"Found",1954,34.95,-102.1175
"1314",30348,"Yangchiang",20000,"Fell",1954,21.83333,111.83333
"1315",48959,"Palmas de Monte Alto",97000,"Found",1954,-14.3675,-43.02278
"1316",473,"al-Jimshan",11450,"Found",1955,20.7,52.83333
"1317",4882,"Aswan",12000,"Found",1955,23.98611,32.62361
"1318",5006,"Bellsbank",38000,"Found",1955,-28.08333,24.08333
"1319",7712,"Dora (pallasite)",7600,"Found",1955,33.92667,-103.955
"1320",7768,"Edmonson (a)",12000,"Found",1955,34.28333,-101.83333
"1321",11200,"Gressk",303000,"Found",1955,53.23333,27.33333
"1322",11905,"Hope",6800,"Found",1955,33.68333,-93.6
"1323",12263,"Karloowala",2950,"Fell",1955,31.58333,71.6
"1324",12450,"Lakewood",46500,"Found",1955,32.62972,-104.35
"1325",15425,"Marion (Kansas)",2890,"Found",1955,38.36667,-97.03333
"1326",15448,"Mayday",6900,"Found",1955,39.47444,-96.925
"1327",15495,"Messina",2405,"Fell",1955,38.18333,15.56667
"1328",23977,"Thule",48600,"Found",1955,76.53333,-67.55
"1329",24090,"Twin City",5130,"Found",1955,32.58333,-82.01667
"1330",24236,"Wellington",13400,"Found",1955,34.95,-100.25
"1331",30400,"Zenda",3700,"Found",1955,42.51333,-88.48944
"1332",30415,"Zvonkov",2568,"Fell",1955,50.2,30.25
"1333",5103,"Bondoc",888600,"Found",1956,13.51667,122.45
"1334",5134,"Breitscheid",1500,"Fell",1956,50.66694,8.18361
"1335",5415,"Comanche (stone)",2400,"Found",1956,31.99167,-98.65167
"1336",6658,"Densmore (c)",3900,"Found",1956,0,0
"1337",7741,"Dumas (a)",46050,"Found",1956,35.9,-101.9
"1338",12000,"Idutywa",3457,"Fell",1956,-32.1,28.33333
"1339",12233,"Kaldoonera Hill",12000,"Found",1956,-32.61667,134.85
"1340",12388,"Kybunga",7900,"Found",1956,-33.9,138.48333
"1341",12405,"La Villa",19800,"Found",1956,26.27167,-97.90167
"1342",12443,"Lake Grace",10500,"Found",1956,-33.06667,118.21667
"1343",16889,"Nadiabondi",8165,"Fell",1956,12,1
"1344",18103,"Paranaiba",1e+05,"Fell",1956,-19.13333,-51.66667
"1345",18855,"Point of Rocks (iron)",18000,"Found",1956,36.5,-104.5
"1346",23613,"Sinnai",2000,"Fell",1956,39.3,9.2
"1347",23799,"Tamir-Tsetserleg",173000,"Found",1956,47.45,101.47917
"1348",23983,"Tianlin",3e+05,"Found",1956,24.3,106.1
"1349",24208,"Walltown",1600,"Found",1956,37.325,-84.71667
"1350",31354,"Zerkaly",16000,"Found",1956,52.13333,81.96667
"1351",52413,"Nicolás Levalle",60000,"Found",1956,-38.85028,-62.87889
"1352",10121,"Forestburg (a)",26100,"Found",1957,33.50667,-97.65139
"1353",10122,"Forestburg (b)",26600,"Found",1957,33.49556,-97.58861
"1354",11993,"Ibitira",2500,"Fell",1957,-20,-45
"1355",11999,"Ider",140000,"Found",1957,34.68333,-85.65
"1356",12089,"Jiddat al Harasis",1400,"Found",1957,19.25,56.06667
"1357",22368,"Raco",5000,"Fell",1957,-26.66667,-65.45
"1358",23094,"St. Peter",6800,"Found",1957,39.4,-100.03333
"1359",23523,"Shangdu",247000,"Found",1957,42.5,114
"1360",23677,"South Dahna",275000,"Found",1957,22.56667,48.3
"1361",23762,"Susuman",18900,"Found",1957,62.72139,148.13028
"1362",30371,"Yorktown (Texas)",3500,"Found",1957,28.95,-97.40278
"1363",5008,"Belmont",25300,"Found",1958,42.73333,-90.35
"1364",5061,"Bison",11000,"Found",1958,38.30667,-99.71
"1365",5201,"Calliham",40000,"Found",1958,28.41667,-98.25
"1366",11476,"Hajmah (c)",1132,"Found",1958,19.91667,56.25
"1367",16906,"Nantan",9500000,"Found",1958,25.1,107.7
"1368",22386,"Ramsdorf",4682,"Fell",1958,51.88333,6.93333
"1369",23169,"Santiago Papasquiero",119500,"Found",1958,24.5,-106
"1370",23664,"Sombrerete",10000,"Found",1958,23.63333,-103.66667
"1371",44709,"Crow Peak",6320,"Found",1958,44.47733,-103.972
"1372",432,"Akwanga",3000,"Fell",1959,8.91667,8.43333
"1373",452,"Alatage",37500,"Found",1959,42.33333,93
"1374",467,"Algarrobo",1280,"Found",1959,-27.08333,-70.58333
"1375",4920,"Bagdad",2200,"Found",1959,34.613317,-113.398967
"1376",5305,"Cee Vee",3600,"Found",1959,34.2,-100.48333
"1377",10012,"Elga",28800,"Found",1959,64.7,141.2
"1378",11485,"Hamlet",3710,"Fell",1959,41.38333,-86.6
"1379",14645,"Liangcheng",2e+05,"Found",1959,40.5,112.5
"1380",14660,"Lismore",10000,"Found",1959,-35.95,143.33333
"1381",18887,"Pribram",5555,"Fell",1959,49.66667,14.03333
"1382",23894,"Temple",5000,"Found",1959,31.11667,-97.3
"1383",30352,"Yardymly",150200,"Fell",1959,38.93333,48.25
"1384",469,"al-Ghanim (stone)",3755,"Found",1960,19.7,53.96667
"1385",2337,"Arrabury",5300,"Found",1960,-26.5,141.08333
"1386",2354,"as-Su'aydan",5855,"Found",1960,21.25417,55.305
"1387",5154,"Brownfield (iron)",1626,"Found",1960,33.21667,-102.18333
"1388",5156,"Bruderheim",303000,"Fell",1960,53.9,-112.88333
"1389",5378,"Cleo Springs",24000,"Found",1960,36.43333,-98.43333
"1390",6622,"De Hoek",20930,"Found",1960,-29.38333,23.1
"1391",10021,"Ellicott",15700,"Found",1960,38.80778,-104.56944
"1392",12059,"Itutinga",3200,"Found",1960,-21.33333,-44.66667
"1393",16643,"Millbillillie",330000,"Fell",1960,-26.45,120.36667
"1394",16842,"Muenatauray",30000,"Found",1960,4.9,-61.2
"1395",17986,"Odessa (stone)",1926,"Found",1960,46.5,30.76667
"1396",22598,"Richa",1500,"Found",1960,10,9
"1397",23170,"São João Nepomuceno",15300,"Found",1960,-21.55,-43.01667
"1398",23484,"Selden",1560,"Found",1960,39.53333,-100.56667
"1399",24160,"Venus",1013,"Found",1960,32.4,-97.08333
"1400",24334,"Woolgorong",36000,"Fell",1960,-27.75,115.83333
"1401",31330,"Stoneham",5000,"Found",1960,40.63783,-103.69717
"1402",55758,"Watonga",5025,"Found",1960,35.833333,-98.4
"1403",376,"ad-Dahbubah",90000,"Found",1961,19.83333,51.25
"1404",431,"Akron (1961)",4000,"Found",1961,40.15,-103.16667
"1405",2307,"Anoka",1108,"Found",1961,45.2,-93.43333
"1406",4973,"Batesland",2500,"Found",1961,43.13333,-102.1
"1407",5197,"Caldwell",12900,"Found",1961,37.03333,-97.625
"1408",5258,"Canyonlands",1520,"Found",1961,38.18333,-109.88333
"1409",5385,"Clovis (no. 1)",283000,"Found",1961,34.3,-103.13472
"1410",7656,"Djermaia",3950,"Fell",1961,12.73333,15.05
"1411",7744,"Duncanville",17800,"Found",1961,32.63333,-96.86667
"1412",7774,"Ehole",2400,"Fell",1961,-17.3,15.83333
"1413",10064,"Eunice",2300,"Found",1961,34.47,-101.75833
"1414",11830,"Harleton",8360,"Fell",1961,32.675,-94.51167
"1415",12261,"Kargapole",21800,"Found",1961,55.88333,64.3
